id,utterance,label,label_num,file_id,start,end,session,original_emotion,utterance_num
Ses03F_script01_3_F022,"Not like that, you're not.",xxx,-1,Ses03F_script01,203.5619,207.9226,Session3,xxx,87
Ses03F_script01_3_M024,I kissed you.,happy,1,Ses03F_script01,206.9114,209.3129,Session3,hap,88
Ses03F_script01_3_F023,"Like Larry's brother. Do it like you, Chris.",happy,1,Ses03F_script01,208.1754,214.7901,Session3,hap,89
Ses03F_script01_3_F024,What is it?,xxx,-1,Ses03F_script01,215.8645,219.6564,Session3,xxx,90
Ses03F_script01_3_M025,Let's drive somewhere. I want to be alone with you.,sad,2,Ses03F_script01,219.7196,224.0125,Session3,sad,91
Ses03F_script01_3_F025,No. What is it? Is it your mother?,sad,2,Ses03F_script01,223.455,227.1981,Session3,sad,92
Ses03F_script01_3_M026,"No, no, no, no. Nothing like that.",neutral,3,Ses03F_script01,226.3344,230.0841,Session3,neu,93
Ses03F_script01_3_F026,"Well then tell me what's wrong. I mean, even in your letters there's something ashamed.",sad,2,Ses03F_script01,229.1361,235.0347,Session3,sad,94
Ses03F_script01_3_M027,"Yeah. I guess there is. I guess I was, but uh- it's going from me now.",sad,2,Ses03F_script01,233.9814,242.6817,Session3,sad,95
Ses03F_script01_3_F027,You should tell me.,sad,2,Ses03F_script01,242.9345,246.3472,Session3,sad,96
Ses03F_script01_3_M028,I don't know where to start.,sad,2,Ses03F_script01,245.2517,248.2431,Session3,sad,97
Ses03F_script01_3_F028,"But, Chris, it wouldn't work like this.",sad,2,Ses03F_script01,247.6743,251.8454,Session3,sad,98
Ses03F_script01_3_M029,You know when I went overseas. I said I was in command of a company.,sad,2,Ses03F_script01,253.2779,259.2186,Session3,sad,99
Ses03F_script01_3_F029,"Yeah, sure.",sad,2,Ses03F_script01,258.1442,260.0823,Session3,sad,100
Ses03F_script01_3_M030,"Well, I lost them.",sad,2,Ses03F_script01,259.682,262.0525,Session3,sad,101
Ses03F_script01_3_F030,How many?,sad,2,Ses03F_script01,261.9782,264.5272,Session3,sad,102
Ses03F_script01_3_M031,Just about all.,sad,2,Ses03F_script01,263.5792,266.676,Session3,sad,103
Ses03F_script01_3_F031,Geez.,sad,2,Ses03F_script01,266.044,269.3724,Session3,sad,104
Ses03F_script01_3_M032,It takes a little while to toss that off. Because they weren't just men.,sad,2,Ses03F_script01,268.16,274.7232,Session3,sad,105
Ses03F_script01_3_M033,"For instance, one time, it had to have been raining several days. There was this one kid, he came up to me and he gave me his last pair of dry socks. Put them in my pocket.",sad,2,Ses03F_script01,274.7654,285.4669,Session3,sad,106
Ses03F_script01_3_M034,"I mean, that's-that's only a little thing, but that's the kind of guys I had. They didn't just die. They killed themselves for each other. And I mean that exactly. A little more selfish and they'd still be here today.",sad,2,Ses03F_script01,285.5301,300.3818,Session3,sad,107
Ses03F_script01_3_M035,"And I, and I thought something watching them go down.",sad,2,Ses03F_script01,300.6556,306.7648,Session3,sad,108
Ses03F_script01_3_M036,"Everything was being destroyed, see, but there was one new thing that was being created. A kind of responsibility, man for man. You understand me?",sad,2,Ses03F_script01,306.8325,320.1207,Session3,sad,109
Ses03F_script01_3_M037,And to show that-to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him.,sad,2,Ses03F_script01,320.205,331.3279,Session3,sad,110
Ses03F_script01_3_M038,And I came back here and it was incredible. There was no meaning in that here. The whole thing to them was a bus accident.,sad,2,Ses03F_script01,331.3911,342.535,Session3,sad,111
Ses03F_script01_3_M039,And I went to work with dad and that rat race again. And I felt what you said-ashamed somehow. Because nobody was changed at all. It seemed to make a sucker out of a lot of guys.,sad,2,Ses03F_script01,342.5982,356.8225,Session3,sad,112
Ses03F_script01_3_M040,"And I felt wrong to be alive. To drive the car, to see the new checkbook, to see the new refrigerator. I mean, you can take those things out of the war. But you got to know that when you drive that car that that came out of the love a man can have for another man. And you got to be a little bit better because of that.",sad,2,Ses03F_script01,356.86,376.6975,Session3,sad,113
Ses03F_script01_3_M041,"Otherwise, what you have here is loot; and there's blood on it.",sad,2,Ses03F_script01,376.775,381.1071,Session3,sad,114
Ses03F_script01_3_M042,And I didn't want to take any of it.,sad,2,Ses03F_script01,381.1703,384.0985,Session3,sad,115
Ses03F_script01_3_M043,And I guess that included you.,sad,2,Ses03F_script01,384.1825,387.8904,Session3,sad,116
Ses03F_script01_3_F032,And you still feel that way?,sad,2,Ses03F_script01,388.0379,391.4295,Session3,sad,117
Ses03F_script01_3_M044,"I want you now, Annie.",xxx,-1,Ses03F_script01,390.9661,393.9364,Session3,xxx,118
Ses03F_script01_3_F033,"Because you can't feel that way, never again, Chris. You hear me? Never. I mean, the money and me too.",sad,2,Ses03F_script01,393.3676,401.9525,Session3,sad,119
Ses03F_script01_3_F034,"I mean, there's nothing wrong in that money, and your father put good planes up in the air and you should be proud of that. A man should be paid for that.",xxx,-1,Ses03F_script01,402.015,410.2837,Session3,xxx,120
Ses03F_script01_3_M045,"Annie,",happy,1,Ses03F_script01,409.757,412.3271,Session3,hap,121
Ses03F_script01_3_M046,"Annie, I'm going to make a fortune for you.",happy,1,Ses03F_script01,412.4925,415.803,Session3,hap,122
Ses03F_script01_3_F035,What am I going to do with a fortune?,happy,1,Ses03F_script01,414.7775,419.3842,Session3,hap,123
Ses03F_script01_1_F000,What's he going to say? Maybe we ought to talk to him before he sees it.,xxx,-1,Ses03F_script01,3.257,10.0721,Session3,xxx,124
Ses03F_script01_1_M000,He saw it.,neutral,3,Ses03F_script01,8.9773,12.3712,Session3,neu,125
Ses03F_script01_1_F001,"What-how did he see it? I mean, I was the first one up. He was still in bed.",xxx,-1,Ses03F_script01,11.6048,16.5588,Session3,xxx,126
Ses03F_script01_1_M001,He was out there when it happened.,neutral,3,Ses03F_script01,15.9019,18.0915,Session3,neu,127
Ses03F_script01_1_F002,When?,xxx,-1,Ses03F_script01,17.5989,19.5969,Session3,xxx,128
Ses03F_script01_1_M002,"Um, about four this morning. Uh- I heard a crack and I looked out and I saw him standing there.",neutral,3,Ses03F_script01,19.0221,28.3005,Session3,neu,129
Ses03F_script01_1_F003,What was he doing out at four in the morning?,xxx,-1,Ses03F_script01,27.525,29.8059,Session3,xxx,130
Ses03F_script01_1_M003,I don't know. But after it cracked he went back in the house and he cried in the kitchen.,neutral,3,Ses03F_script01,29.3175,35.0335,Session3,neu,131
Ses03F_script01_1_F004,Did you talk to him?,neutral,3,Ses03F_script01,34.2398,36.7304,Session3,neu,132
Ses03F_script01_1_M004,"No, I uh-, I figured the best thing to do was to leave him alone.",neutral,3,Ses03F_script01,36.0188,41.8486,Session3,neu,133
Ses03F_script01_1_F005,"He cried hard, huh?",neutral,3,Ses03F_script01,42.1223,45.5709,Session3,neu,134
Ses03F_script01_1_M005,I could hear it right through the floor.,neutral,3,Ses03F_script01,45.0509,48.2806,Session3,neu,135
Ses03F_script01_1_F006,What was he doing out there at that time? He was dreaming about him again. He's walking around at night again.,xxx,-1,Ses03F_script01,47.3773,56.3547,Session3,xxx,136
Ses03F_script01_1_M006,I guess he is.,neutral,3,Ses03F_script01,55.2873,58.6264,Session3,neu,137
Ses03F_script01_1_F007,"Could he-he's acting just like he did after he died, you know?",neutral,3,Ses03F_script01,58.8453,62.8961,Session3,neu,138
Ses03F_script01_1_F008,What's the meaning in that?,xxx,-1,Ses03F_script01,62.9508,66.1805,Session3,xxx,139
Ses03F_script01_1_M007,I don't know.,neutral,3,Ses03F_script01,65.1404,67.7406,Session3,neu,140
Ses03F_script01_1_M008,"But I know one thing, mom. We've made a terrible mistake with dad.",neutral,3,Ses03F_script01,67.8774,73.4061,Session3,neu,141
Ses03F_script01_1_F009,"Well, what do you mean? What?",xxx,-1,Ses03F_script01,72.6672,75.9242,Session3,xxx,142
Ses03F_script01_1_M009,Being dishonest with him. That kind of thing always pays off and now it's paying off.,neutral,3,Ses03F_script01,75.1852,80.8234,Session3,neu,143
Ses03F_script01_1_F010,"What do you mean, dishonest?",neutral,3,Ses03F_script01,80.0844,83.05,Session3,neu,144
Ses03F_script01_1_M010,You know Larry's not coming back and I know that too. Why do we go on letting him think that we believe with him?,xxx,-1,Ses03F_script01,82.4656,89.2533,Session3,xxx,145
Ses03F_script01_1_F011,"What, you're going to argue with him?",fru,-1,Ses03F_script01,88.2406,91.1145,Session3,fru,146
Ses03F_script01_1_M011,"No, I don't want to argue with him, but it's time that he realized that no one believes that Larry's coming back anymore.",fru,-1,Ses03F_script01,89.7734,97.555,Session3,fru,147
Ses03F_script01_1_F012,You can't tell him that.,fru,-1,Ses03F_script01,96.8622,99.6265,Session3,fru,148
Ses03F_script01_1_M012,We got to tell him that.,fru,-1,Ses03F_script01,98.5044,101.4877,Session3,fru,149
Ses03F_script01_1_F013,We can't. It just won't work.,fru,-1,Ses03F_script01,100.6119,107.0438,Session3,fru,150
Ses03F_script01_1_M013,"You know, for God's sakes it's been three years. No one comes back after three years. It's insane.",fru,-1,Ses03F_script01,114.5431,122.2615,Session3,fru,151
Ses03F_script01_1_F014,They do come back.,neutral,3,Ses03F_script01,121.1393,124.3416,Session3,neu,152
Ses03F_script01_1_F015,"I know, but he doesn't know that.",xxx,-1,Ses03F_script01,124.4237,127.7628,Session3,xxx,153
Ses03F_script01_1_F016,Three years has been a long time.,xxx,-1,Ses03F_script01,128.146,132.0325,Session3,xxx,154
Ses03F_script01_1_M014,"All right. Just- Sit down, mom. I want to talk to you.",fru,-1,Ses03F_script01,131.1841,136.4665,Session3,fru,155
Ses03F_script01_1_F017,"It's those Goddamn newspapers, you know? I mean, it's like every day they come out with this new person that comes along. And the next one's going to be Larry.",angry,0,Ses03F_script01,136.6033,145.9638,Session3,ang,156
Ses03F_script01_1_M015,"All right. All right. Just come on, sit down.",fru,-1,Ses03F_script01,144.4585,148.5913,Session3,fru,157
Ses03F_script01_1_F018,What?,fru,-1,Ses03F_script01,149.0566,152.1494,Session3,fru,158
Ses03F_script01_1_M016,"You know-you know why I asked Annie here, right?",neutral,3,Ses03F_script01,151.1367,155.31,Session3,neu,159
Ses03F_script01_1_F019,Why?,neutral,3,Ses03F_script01,153.9832,156.7749,Session3,neu,160
Ses03F_script01_1_M017,You know.,neutral,3,Ses03F_script01,155.8717,158.335,Session3,neu,161
Ses03F_script01_1_F020,"Well, I have an idea, but go on, tell me, what's the story?",xxx,-1,Ses03F_script01,157.4044,162.3858,Session3,xxx,162
Ses03F_script01_1_M018,I want to ask her to marry me.,neutral,3,Ses03F_script01,161.7563,166.1355,Session3,neu,163
Ses03F_script01_1_F021,"Well, that's only your business, Chris.",neutral,3,Ses03F_script01,165.9165,170.9252,Session3,neu,164
Ses03F_script01_1_M019,"Come on, you know that's not only my business.",fru,-1,Ses03F_script01,169.4198,172.5948,Session3,fru,165
Ses03F_script01_1_F022,"Well, it is. I mean, what do you want me to do? You're grown up; you know what's going on in your mind.",fru,-1,Ses03F_script01,171.9653,177.5761,Session3,fru,166
Ses03F_script01_1_M020,So it's all right. I'll just go ahead with it.,neutral,3,Ses03F_script01,176.7276,181.3805,Session3,neu,167
Ses03F_script01_1_F023,"Well, you better make sure your father's not- No- I'm just saying.",fru,-1,Ses03F_script01,180.5868,187.1282,Session3,fru,168
Ses03F_script01_1_M021,"See, then it's not just my business. God, you have",angry,0,Ses03F_script01,182.5574,186.745,Session3,ang,169
Ses03F_script01_1_M022,"-Oh, you infuriate me sometimes. You know, it's not just my business too if dad throws a fit.",angry,0,Ses03F_script01,186.7724,193.1475,Session3,ang,170
Ses03F_script01_1_M023,God. You have such a talent for ignoring things.,xxx,-1,Ses03F_script01,193.2043,197.4467,Session3,xxx,171
Ses03F_script01_1_F024,"Yeah, well I ignore what I got to ignore.",fru,-1,Ses03F_script01,196.6803,200.1015,Session3,fru,172
Ses03F_script01_1_F025,And she-she's Larry's girl.,fru,-1,Ses03F_script01,200.1836,205.8492,Session3,fru,173
Ses03F_script01_1_M024,"No, she is not Larry's girl.",xxx,-1,Ses03F_script01,204.2344,207.902,Session3,xxx,174
Ses03F_script01_1_F026,"Well, from your father's point of view she is. I mean, he's still alive. You've got no right to take her.",fru,-1,Ses03F_script01,207.0261,214.8813,Session3,fru,175
Ses03F_script01_1_F027,"If you go on from that point, I don't know where you go.",xxx,-1,Ses03F_script01,214.936,220.5742,Session3,xxx,176
Ses03F_script01_1_F028,"'Cause listen, I'm telling you, I don't know where to go from there. Do you?",fru,-1,Ses03F_script01,220.6525,225.0082,Session3,fru,177
Ses03F_script01_1_M025,"Oh, I don't know.",xxx,-1,Ses03F_script01,223.886,227.0883,Session3,xxx,178
Ses03F_script01_1_F029,What do you want from me?,fru,-1,Ses03F_script01,225.0355,227.5262,Session3,fru,179
Ses03F_script01_1_M026,"Every time I reach out for something I have to pull back because other people will suffer. My whole entire life, time and time after time.",sad,2,Ses03F_script01,227.285,239.2132,Session3,sad,180
Ses03F_script01_1_F030,You're a considerate fella and there's nothing wrong in that.,neutral,3,Ses03F_script01,238.5837,242.8534,Session3,neu,181
Ses03F_script01_1_M027,To hell with that.,angry,0,Ses03F_script01,241.4301,244.2766,Session3,ang,182
Ses03F_script01_1_F031,There's nothing wrong with it.,neutral,3,Ses03F_script01,244.2492,247.3694,Session3,neu,183
Ses03F_script01_1_M028,I didn't ask Annie yet.,neutral,3,Ses03F_script01,251.2833,255.3614,Session3,neu,184
Ses03F_script01_1_F032,You didn't ask her yet?,fru,-1,Ses03F_script01,254.1571,258.2079,Session3,fru,185
Ses03F_script01_1_M029,I wanted to get this settled first.,neutral,3,Ses03F_script01,257.4963,260.8175,Session3,neu,186
Ses03F_script01_1_F033,"Well, how do you know she's going to marry you? I mean, what if she feels the same way as your father?",xxx,-1,Ses03F_script01,260.34,264.6275,Session3,xxx,187
Ses03F_script01_1_M030,Well then I guess it's over then. But from her letters I think she's forgotten him.,neutral,3,Ses03F_script01,264.14,270.7175,Session3,neu,188
Ses03F_script01_1_M031,"I'll find out. But then after it's all over we'll thrash it out with dad, right?",neutral,3,Ses03F_script01,270.7975,276.285,Session3,neu,189
Ses03F_script01_1_M032,"Mom, don't avoid me.",fru,-1,Ses03F_script01,276.3542,279.3101,Session3,fru,190
Ses03F_script01_1_F034,"You know, the trouble is you've never had enough women. No, you never did.",fru,-1,Ses03F_script01,278.4343,283.9904,Session3,fru,191
Ses03F_script01_1_M033,So what? I'm not fast with women.,fru,-1,Ses03F_script01,283.1693,286.4537,Session3,fru,192
Ses03F_script01_1_F035,I don't understand why it has to be her.,fru,-1,Ses03F_script01,285.3589,290.2581,Session3,fru,193
Ses03F_script01_1_M034,Because it is.,neutral,3,Ses03F_script01,288.7527,292.4203,Session3,neu,194
Ses03F_script01_1_F036,"That's a good answer, but it doesn't answer anything.",fru,-1,Ses03F_script01,292.2561,298.1406,Session3,fru,195
Ses03F_script01_1_M035,I just-,fru,-1,Ses03F_script01,298.168,301.0418,Session3,fru,196
Ses03F_script01_1_F037,"I mean, you haven't seen her since the war. I mean, it's been five years.",fru,-1,Ses03F_script01,298.9343,304.2988,Session3,fru,197
Ses03F_script01_1_M036,It just is. I-,neutral,3,Ses03F_script01,303.7514,307.638,Session3,neu,198
Ses03F_script01_1_M037,"I grew up with her. Okay. All these years, when I think of someone I want to be my wife I think of Annie. What do you want, a diagram?",fru,-1,Ses03F_script01,307.8569,318.8596,Session3,fru,199
Ses03F_script01_1_F038,"No, I don't want a diagram.",fru,-1,Ses03F_script01,316.9711,320.2008,Session3,fru,200
Ses03F_script01_1_F039,"He thinks he's coming back. You go-go on and marry her, I mean, you're pronouncing her dead. And what's going to happen to your father, huh? I don't know. Do you?",fru,-1,Ses03F_script01,320.255,331.3951,Session3,fru,201
Ses03F_script01_1_M038,"Okay. All right, then.",fru,-1,Ses03F_script01,330.0813,333.4478,Session3,fru,202
Ses03F_script01_1_F040,"Just, listen. Give it more thought, is all.",fru,-1,Ses03F_script01,333.7215,339.8798,Session3,fru,203
Ses03F_script01_1_M039,"No, I've given it three years of thought.",fru,-1,Ses03F_script01,339.1134,342.7526,Session3,fru,204
Ses03F_script01_1_M040,And I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,xxx,-1,Ses03F_script01,342.78,351.2383,Session3,xxx,205
Ses03F_script01_1_M041,But if I can't have that here then I'll get out.,neutral,3,Ses03F_script01,351.3204,355.1795,Session3,neu,206
Ses03F_script01_1_F041,What the hell is this?,xxx,-1,Ses03F_script01,354.6595,357.4786,Session3,xxx,207
Ses03F_script01_1_M042,I'll get out. I'll marry her somewhere else. Maybe New York.,neutral,3,Ses03F_script01,356.9038,362.98,Session3,neu,208
Ses03F_script01_1_F042,You're crazy.,xxx,-1,Ses03F_script01,361.3378,364.7316,Session3,xxx,209
Ses03F_script01_1_M043,I've been a sucker too long. I'm through with it.,xxx,-1,Ses03F_script01,364.5674,369.0014,Session3,xxx,210
Ses03F_script01_1_F043,You're what-you're going to leave the business? But you can't do that. What the hell is this?,fru,-1,Ses03F_script01,368.2897,374.2837,Session3,fru,211
Ses03F_script01_1_M044,The business. The business doesn't inspire me.,fru,-1,Ses03F_script01,372.8605,376.8292,Session3,fru,212
Ses03F_script01_1_F044,"Oh, you have to be inspired.",fru,-1,Ses03F_script01,375.8438,378.4987,Session3,fru,213
Ses03F_script01_1_M045,Yes. I like it an hour out of the day. If I have to grub for money all day long at least that evening I want it beautiful. I want a wife. I want a family. I want some kids. I want to build something I can give myself to.,angry,0,Ses03F_script01,377.8966,393.3475,Session3,ang,214
Ses03F_script01_1_M046,"Now, Annie's in the middle of all that.",angry,0,Ses03F_script01,393.4153,396.3876,Session3,ang,215
Ses03F_script01_1_M047,"Now, where do I find it?",neutral,3,Ses03F_script01,396.415,399.4641,Session3,neu,216
Ses03F_script01_1_F045,Tell me something.,neutral,3,Ses03F_script01,399.1904,401.7358,Session3,neu,217
Ses03F_script01_1_F046,You'd leave that business.,neutral,3,Ses03F_script01,401.855,404.0125,Session3,neu,218
Ses03F_script01_1_M048,Yes. On this I would.,neutral,3,Ses03F_script01,403.4327,407.4835,Session3,neu,219
Ses03F_script01_1_F047,You can't do that.,fru,-1,Ses03F_script01,406.5803,410.6858,Session3,fru,220
Ses03F_script01_1_M049,Then help me stay here.,neutral,3,Ses03F_script01,410.2205,413.9975,Session3,neu,221
Ses03F_script01_1_F048,"All right, but you can't do that. You can't talk like that.",fru,-1,Ses03F_script01,412.9848,418.8146,Session3,fru,222
Ses03F_script01_1_M050,Okay. Just-,neutral,3,Ses03F_script01,418.8694,422.099,Session3,neu,223
Ses03F_script01_1_F049,"We've worked all our lives for you. Only for you, Chris. The whole shootin' match is for you.",fru,-1,Ses03F_script01,420.4294,426.7245,Session3,fru,224
Ses03F_script01_1_M051,"Yeah, I know, I know, just help me stay here, all right?",fru,-1,Ses03F_script01,425.2466,429.5163,Session3,fru,225
Ses03F_script01_1_F050,I'm going to.,neutral,3,Ses03F_script01,429.2152,431.8974,Session3,neu,226
Ses03F_script01_1_F051,You just can't talk like that.,xxx,-1,Ses03F_script01,432.1164,435.8935,Session3,xxx,227
Ses03F_script01_1_M052,I am thinking like that.,neutral,3,Ses03F_script01,434.9629,438.9589,Session3,neu,228
Ses03F_script01_1_F052,"I don't know you, do I?",neutral,3,Ses03F_script01,439.9716,444.4055,Session3,neu,229
Ses03F_script01_1_M053,"No, you don't. I'm a pretty tough guy.",neutral,3,Ses03F_script01,443.4749,449.0858,Session3,neu,230
Ses03F_script01_1_F053,Yeah. I can see that.,neutral,3,Ses03F_script01,448.511,453.2734,Session3,neu,231
Ses03F_script02_2_M000,So what do you think?,xxx,-1,Ses03F_script02,5.65,9.49,Session3,xxx,0
Ses03F_script02_2_F000,About what?,neutral,3,Ses03F_script02,8.5564,11.2227,Session3,neu,1
Ses03F_script02_2_M001,About what I was just saying.,neutral,3,Ses03F_script02,10.3501,13.5496,Session3,neu,2
Ses03F_script02_2_F001,It's ridiculous.,xxx,-1,Ses03F_script02,12.8467,15.925,Session3,xxx,3
Ses03F_script02_2_M002,It certainly is not. It is slightly exaggerated scientific fact.,fru,-1,Ses03F_script02,14.9555,22.0332,Session3,fru,4
Ses03F_script02_2_F002,"It's so P.R. I mean, somebody's giving you a good bill about this wonderful event that's going to happen on the beach.",xxx,-1,Ses03F_script02,21.5,29.1595,Session3,xxx,5
Ses03F_script02_2_M003,"Well, I'm not the only one. Look at all these people.",fru,-1,Ses03F_script02,28.3112,31.6319,Session3,fru,6
Ses03F_script02_2_F003,Exactly. Everyone else is told the same thing. It keeps them feeling excited. Keeps them coming back. Keeps them thinking life's going to start at any minute now.,xxx,-1,Ses03F_script02,30.3957,39.7762,Session3,xxx,7
Ses03F_script02_2_M004,Are we talking about the same thing?,fru,-1,Ses03F_script02,38.7097,41.9475,Session3,fru,8
Ses03F_script02_2_F004,I don't care. It's still fish to me.,xxx,-1,Ses03F_script02,41.3517,44.527,Session3,xxx,9
Ses03F_script02_2_M005,"Carla, can I ask you something? Don't take this wrong, but are you having your period?",neutral,3,Ses03F_script02,43.6787,51.4836,Session3,neu,10
Ses03F_script02_2_F005,"Augie, Goddamn it, don't ask me that. You always ask me that. Why do you ask me that? I hate it. It's insulting.",angry,0,Ses03F_script02,50.8534,57.2675,Session3,ang,11
Ses03F_script02_2_M006,"Okay, then what's bugging you?",fru,-1,Ses03F_script02,56.775,59.7491,Session3,fru,12
Ses03F_script02_2_F006,"Look, it's-we just-we're looking at this evening in a different way, both of us. We both have different ideas of it.",fru,-1,Ses03F_script02,58.6826,66.7057,Session3,fru,13
Ses03F_script02_2_M007,"There's nothing to it, alright? We come down here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish, and then they go home and we go home.",fru,-1,Ses03F_script02,65.8574,78.3647,Session3,fru,14
Ses03F_script02_2_F007,It's not like that.,xxx,-1,Ses03F_script02,77.4436,80.7886,Session3,xxx,15
Ses03F_script02_2_M008,We're not seeing the grunions?,neutral,3,Ses03F_script02,82.9701,86.2908,Session3,neu,16
Ses03F_script02_2_F008,"Look, Augie, we've never seen them. They're never going to come.",fru,-1,Ses03F_script02,85.8303,90.9205,Session3,fru,17
Ses03F_script02_2_M009,We missed them twice. That's not ever.,fru,-1,Ses03F_script02,90.1206,93.9988,Session3,fru,18
Ses03F_script02_2_F009,Twice is as many times as we've tried. That's ever.,xxx,-1,Ses03F_script02,92.7384,96.859,Session3,xxx,19
Ses03F_script02_2_M010,We'll see them this time.,fru,-1,Ses03F_script02,95.8168,98.4346,Session3,fru,20
Ses03F_script02_2_F010,"No, we won't.",xxx,-1,Ses03F_script02,97.7559,100.1798,Session3,xxx,21
Ses03F_script02_2_F011,"It's impossible. It's like waiting around. Waiting to see Santa Claus, you know?",xxx,-1,Ses03F_script02,100.2767,106.4819,Session3,xxx,22
Ses03F_script02_2_F012,Like I feel like my whole life I've been just standing on this beach with my hands clasped waiting for these fish to show up and these fish never show up.,angry,0,Ses03F_script02,106.5325,114.0475,Session3,ang,23
Ses03F_script02_2_M011,"God, I thought you wanted to see it.",fru,-1,Ses03F_script02,113.2931,115.8875,Session3,fru,24
Ses03F_script02_2_F013,I do.,fru,-1,Ses03F_script02,115.3925,117.7773,Session3,fru,25
Ses03F_script02_2_F014,"Look, I did. I always do. But it's like every time I try nothing ever happens.",fru,-1,Ses03F_script02,118.1651,128.2485,Session3,fru,26
Ses03F_script02_2_M012,It's just fish. Nothing to get traumatized over.,fru,-1,Ses03F_script02,130.2604,135.9565,Session3,fru,27
Ses03F_script02_2_F015,"For God's sake, Augie, this is not about fish.",fru,-1,Ses03F_script02,134.4075,137.9684,Session3,fru,28
Ses03F_script02_2_M013,"I've been turning this thing over in my head trying to figure out when the point was when we took a turn for the worse, and I can't seem to pinpoint it.",fru,-1,Ses03F_script02,136.0777,142.7919,Session3,fru,29
Ses03F_script02_2_M014,"You were fine during the phone call from Marge. Dinner was okay. Doing the dishes was no problem. Let's see. I took a shower. You were watching the news. You said Augie, I think the grunion are running. I said great, let's go. I feel lucky tonight.",fru,-1,Ses03F_script02,142.8647,157.6262,Session3,fru,30
Ses03F_script02_2_M015,"And so I'm getting the animals, putting the animals out in the yard. I'm putting on my jacket, getting the car out of the garage-",fru,-1,Ses03F_script02,157.6747,165.5039,Session3,fru,31
Ses03F_script02_2_F016,Do you remember the last time we came here?,sad,2,Ses03F_script02,164.0738,169.2125,Session3,sad,32
Ses03F_script02_2_F017,We thought I was pregnant.,sad,2,Ses03F_script02,169.2852,172.4847,Session3,sad,33
Ses03F_script02_2_F018,You brought a bottle of champagne.,sad,2,Ses03F_script02,172.6059,176.3145,Session3,sad,34
Ses03F_script02_2_F019,We took off our shoes and we danced barefoot in the sand. Under the moon.,happy,1,Ses03F_script02,176.405,183.1256,Session3,hap,35
Ses03F_script02_2_F020,And you whispered so intimately in my ear so I could feel your words.,happy,1,Ses03F_script02,183.1975,189.5732,Session3,hap,36
Ses03F_script02_2_F021,"Oh, that moment-that was it.",happy,1,Ses03F_script02,189.6702,195.9965,Session3,hap,37
Ses03F_script02_2_F022,"I told myself finally, this is how happy I'm supposed to be.",sad,2,Ses03F_script02,196.0935,202.0805,Session3,sad,38
Ses03F_script02_2_M016,Wait a minute. I got it.,neutral,3,Ses03F_script02,202.2987,205.983,Session3,neu,39
Ses03F_script02_2_F023,Dancing barefoot in the sand. Drinking out of a bottle of champagne.,happy,1,Ses03F_script02,205.0619,210.275,Session3,hap,40
Ses03F_script02_2_M017,"It was driving past the Knickerbocker Liquor Locker, right? You said let's get some champagne, and I said time's-a-wasting or something like that.",xxx,-1,Ses03F_script02,209.73,219.4114,Session3,xxx,41
Ses03F_script02_2_M018,"You want this to be like the other time, right? That's it. Right?",xxx,-1,Ses03F_script02,219.4841,224.5258,Session3,xxx,42
Ses03F_script02_2_F024,I don't want to remember something.,sad,2,Ses03F_script02,224.0411,227.1921,Session3,sad,43
Ses03F_script02_2_F025,Hope for some things.,sad,2,Ses03F_script02,227.2925,229.9796,Session3,sad,44
Ses03F_script02_2_M019,"Right. I got it. Of course. Listen, do you want to dance?",xxx,-1,Ses03F_script02,228.9373,235.7,Session3,xxx,45
Ses03F_script02_2_F026,No.,sad,2,Ses03F_script02,234.9486,237.7436,Session3,sad,46
Ses03F_script02_2_M020,Do you want me to get some champagne?,xxx,-1,Ses03F_script02,237.135,239.7479,Session3,xxx,47
Ses03F_script02_2_F027,No.,sad,2,Ses03F_script02,239.2147,241.1296,Session3,sad,48
Ses03F_script02_2_M021,Take off our shoes?,xxx,-1,Ses03F_script02,240.3539,242.8748,Session3,xxx,49
Ses03F_script02_2_F028,"No, no.",sad,2,Ses03F_script02,242.4142,245.0563,Session3,sad,50
Ses03F_script02_2_M022,What? What? Do you want me to breathe in your ear?,fru,-1,Ses03F_script02,242.9232,248.0619,Session3,fru,51
Ses03F_script02_2_F029,No.,fru,-1,Ses03F_script02,246.147,248.5467,Session3,fru,52
Ses03F_script02_2_M023,Do you want to get married again? What? What? Do you want to get a divorce?,fru,-1,Ses03F_script02,248.5225,254.7034,Session3,fru,53
Ses03F_script02_2_F030,No.,fru,-1,Ses03F_script02,250.27,252.1098,Session3,fru,54
Ses03F_script02_2_F031,No.,angry,0,Ses03F_script02,253.0551,255.1639,Session3,ang,55
Ses03F_script02_2_M024,A vacation?,fru,-1,Ses03F_script02,254.8004,256.9576,Session3,fru,56
Ses03F_script02_2_F032,No.,fru,-1,Ses03F_script02,256.2305,258.1359,Session3,fru,57
Ses03F_script02_2_M025,A new carpet? A poodle?,fru,-1,Ses03F_script02,257.235,259.939,Session3,fru,58
Ses03F_script02_2_M026,"A-a back rub, some ice cream, a suicide pact. What the hell do you want, Carla?",angry,0,Ses03F_script02,259.9875,265.9745,Session3,ang,59
